track_id,genre
blues.00000,blues
blues.00001,blues
blues.00002,blues
blues.00003,blues
blues.00004,blues
blues.00005,blues
blues.00006,blues
blues.00007,blues
blues.00008,blues
blues.00009,blues
blues.00010,blues
blues.00011,blues
blues.00012,blues
blues.00013,blues
blues.00014,blues
blues.00015,blues
blues.00016,blues
blues.00017,blues
blues.00018,blues
blues.00019,blues
blues.00020,blues
blues.00021,blues
blues.00022,blues
blues.00023,blues
blues.00024,blues
blues.00025,blues
blues.00026,blues
blues.00027,blues
blues.00028,blues
blues.00029,blues
blues.00030,blues
blues.00031,blues
blues.00032,blues
blues.00033,blues
blues.00034,blues
blues.00035,blues
blues.00036,blues
blues.00037,blues
blues.00038,blues
blues.00039,blues
blues.00040,blues
blues.00041,blues
blues.00042,blues
blues.00043,blues
blues.00044,blues
blues.00045,blues
blues.00046,blues
blues.00047,blues
blues.00048,blues
blues.00049,blues
blues.00050,blues
blues.00051,blues
blues.00052,blues
blues.00053,blues
blues.00054,blues
blues.00055,blues
blues.00056,blues
blues.00057,blues
blues.00058,blues
blues.00059,blues
blues.00060,blues
blues.00061,blues
blues.00062,blues
blues.00063,blues
blues.00064,blues
blues.00065,blues
blues.00066,blues
blues.00067,blues
blues.00068,blues
blues.00069,blues
blues.00070,blues
blues.00071,blues
blues.00072,blues
blues.00073,blues
blues.00074,blues
blues.00075,blues
blues.00076,blues
blues.00077,blues
blues.00078,blues
blues.00079,blues
blues.00080,blues
blues.00081,blues
blues.00082,blues
blues.00083,blues
blues.00084,blues
blues.00085,blues
blues.00086,blues
blues.00087,blues
blues.00088,blues
blues.00089,blues
blues.00090,blues
blues.00091,blues
blues.00092,blues
blues.00093,blues
blues.00094,blues
blues.00095,blues
blues.00096,blues
blues.00097,blues
blues.00098,blues
blues.00099,blues
classical.00000,classical
classical.00001,classical
classical.00002,classical
classical.00003,classical
classical.00004,classical
classical.00005,classical
classical.00006,classical
classical.00007,classical
classical.00008,classical
classical.00009,classical
classical.00010,classical
classical.00011,classical
classical.00012,classical
classical.00013,classical
classical.00014,classical
classical.00015,classical
classical.00016,classical
classical.00017,classical
classical.00018,classical
classical.00019,classical
classical.00020,classical
classical.00021,classical
classical.00022,classical
classical.00023,classical
classical.00024,classical
classical.00025,classical
classical.00026,classical
classical.00027,classical
classical.00028,classical
classical.00029,classical
classical.00030,classical
classical.00031,classical
classical.00032,classical
classical.00033,classical
classical.00034,classical
classical.00035,classical
classical.00036,classical
classical.00037,classical
classical.00038,classical
classical.00039,classical
classical.00040,classical
classical.00041,classical
classical.00042,classical
classical.00043,classical
classical.00044,classical
classical.00045,classical
classical.00046,classical
classical.00047,classical
classical.00048,classical
classical.00049,classical
classical.00050,classical
classical.00051,classical
classical.00052,classical
classical.00053,classical
classical.00054,classical
classical.00055,classical
classical.00056,classical
classical.00057,classical
classical.00058,classical
classical.00059,classical
classical.00060,classical
classical.00061,classical
classical.00062,classical
classical.00063,classical
classical.00064,classical
classical.00065,classical
classical.00066,classical
classical.00067,classical
classical.00068,classical
classical.00069,classical
classical.00070,classical
classical.00071,classical
classical.00072,classical
classical.00073,classical
classical.00074,classical
classical.00075,classical
classical.00076,classical
classical.00077,classical
classical.00078,classical
classical.00079,classical
classical.00080,classical
classical.00081,classical
classical.00082,classical
classical.00083,classical
classical.00084,classical
classical.00085,classical
classical.00086,classical
classical.00087,classical
classical.00088,classical
classical.00089,classical
classical.00090,classical
classical.00091,classical
classical.00092,classical
classical.00093,classical
classical.00094,classical
classical.00095,classical
classical.00096,classical
classical.00097,classical
classical.00098,classical
classical.00099,classical
country.00000,country
country.00001,country
country.00002,country
country.00003,country
country.00004,country
country.00005,country
country.00006,country
country.00007,country
country.00008,country
country.00009,country
country.00010,country
country.00011,country
country.00012,country
country.00013,country
country.00014,country
country.00015,country
country.00016,country
country.00017,country
country.00018,country
country.00019,country
country.00020,country
country.00021,country
country.00022,country
country.00023,country
country.00024,country
country.00025,country
country.00026,country
country.00027,country
country.00028,country
country.00029,country
country.00030,country
country.00031,country
country.00032,country
country.00033,country
country.00034,country
country.00035,country
country.00036,country
country.00037,country
country.00038,country
country.00039,country
country.00040,country
country.00041,country
country.00042,country
country.00043,country
country.00044,country
country.00045,country
country.00046,country
country.00047,country
country.00048,country
country.00049,country
country.00050,country
country.00051,country
country.00052,country
country.00053,country
country.00054,country
country.00055,country
country.00056,country
country.00057,country
country.00058,country
country.00059,country
country.00060,country
country.00061,country
country.00062,country
country.00063,country
country.00064,country
country.00065,country
country.00066,country
country.00067,country
country.00068,country
country.00069,country
country.00070,country
country.00071,country
country.00072,country
country.00073,country
country.00074,country
country.00075,country
country.00076,country
country.00077,country
country.00078,country
country.00079,country
country.00080,country
country.00081,country
country.00082,country
country.00083,country
country.00084,country
country.00085,country
country.00086,country
country.00087,country
country.00088,country
country.00089,country
country.00090,country
country.00091,country
country.00092,country
country.00093,country
country.00094,country
country.00095,country
country.00096,country
country.00097,country
country.00098,country
country.00099,country
disco.00000,disco
disco.00001,disco
disco.00002,disco
disco.00003,disco
disco.00004,disco
disco.00005,disco
disco.00006,disco
disco.00007,disco
disco.00008,disco
disco.00009,disco
disco.00010,disco
disco.00011,disco
disco.00012,disco
disco.00013,disco
disco.00014,disco
disco.00015,disco
disco.00016,disco
disco.00017,disco
disco.00018,disco
disco.00019,disco
disco.00020,disco
disco.00021,disco
disco.00022,disco
disco.00023,disco
disco.00024,disco
disco.00025,disco
disco.00026,disco
disco.00027,disco
disco.00028,disco
disco.00029,disco
disco.00030,disco
disco.00031,disco
disco.00032,disco
disco.00033,disco
disco.00034,disco
disco.00035,disco
disco.00036,disco
disco.00037,disco
disco.00038,disco
disco.00039,disco
disco.00040,disco
disco.00041,disco
disco.00042,disco
disco.00043,disco
disco.00044,disco
disco.00045,disco
disco.00046,disco
disco.00047,disco
disco.00048,disco
disco.00049,disco
disco.00050,disco
disco.00051,disco
disco.00052,disco
disco.00053,disco
disco.00054,disco
disco.00055,disco
disco.00056,disco
disco.00057,disco
disco.00058,disco
disco.00059,disco
disco.00060,disco
disco.00061,disco
disco.00062,disco
disco.00063,disco
disco.00064,disco
disco.00065,disco
disco.00066,disco
disco.00067,disco
disco.00068,disco
disco.00069,disco
disco.00070,disco
disco.00071,disco
disco.00072,disco
disco.00073,disco
disco.00074,disco
disco.00075,disco
disco.00076,disco
disco.00077,disco
disco.00078,disco
disco.00079,disco
disco.00080,disco
disco.00081,disco
disco.00082,disco
disco.00083,disco
disco.00084,disco
disco.00085,disco
disco.00086,disco
disco.00087,disco
disco.00088,disco
disco.00089,disco
disco.00090,disco
disco.00091,disco
disco.00092,disco
disco.00093,disco
disco.00094,disco
disco.00095,disco
disco.00096,disco
disco.00097,disco
disco.00098,disco
disco.00099,disco
hiphop.00000,hiphop
hiphop.00001,hiphop
hiphop.00002,hiphop
hiphop.00003,hiphop
hiphop.00004,hiphop
hiphop.00005,hiphop
hiphop.00006,hiphop
hiphop.00007,hiphop
hiphop.00008,hiphop
hiphop.00009,hiphop
hiphop.00010,hiphop
hiphop.00011,hiphop
hiphop.00012,hiphop
hiphop.00013,hiphop
hiphop.00014,hiphop
hiphop.00015,hiphop
hiphop.00016,hiphop
hiphop.00017,hiphop
hiphop.00018,hiphop
hiphop.00019,hiphop
hiphop.00020,hiphop
hiphop.00021,hiphop
hiphop.00022,hiphop
hiphop.00023,hiphop
hiphop.00024,hiphop
hiphop.00025,hiphop
hiphop.00026,hiphop
hiphop.00027,hiphop
hiphop.00028,hiphop
hiphop.00029,hiphop
hiphop.00030,hiphop
hiphop.00031,hiphop
hiphop.00032,hiphop
hiphop.00033,hiphop
hiphop.00034,hiphop
hiphop.00035,hiphop
hiphop.00036,hiphop
hiphop.00037,hiphop
hiphop.00038,hiphop
hiphop.00039,hiphop
hiphop.00040,hiphop
hiphop.00041,hiphop
hiphop.00042,hiphop
hiphop.00043,hiphop
hiphop.00044,hiphop
hiphop.00045,hiphop
hiphop.00046,hiphop
hiphop.00047,hiphop
hiphop.00048,hiphop
hiphop.00049,hiphop
hiphop.00050,hiphop
hiphop.00051,hiphop
hiphop.00052,hiphop
hiphop.00053,hiphop
hiphop.00054,hiphop
hiphop.00055,hiphop
hiphop.00056,hiphop
hiphop.00057,hiphop
hiphop.00058,hiphop
hiphop.00059,hiphop
hiphop.00060,hiphop
hiphop.00061,hiphop
hiphop.00062,hiphop
hiphop.00063,hiphop
hiphop.00064,hiphop
hiphop.00065,hiphop
hiphop.00066,hiphop
hiphop.00067,hiphop
hiphop.00068,hiphop
hiphop.00069,hiphop
hiphop.00070,hiphop
hiphop.00071,hiphop
hiphop.00072,hiphop
hiphop.00073,hiphop
hiphop.00074,hiphop
hiphop.00075,hiphop
hiphop.00076,hiphop
hiphop.00077,hiphop
hiphop.00078,hiphop
hiphop.00079,hiphop
hiphop.00080,hiphop
hiphop.00081,hiphop
hiphop.00082,hiphop
hiphop.00083,hiphop
hiphop.00084,hiphop
hiphop.00085,hiphop
hiphop.00086,hiphop
hiphop.00087,hiphop
hiphop.00088,hiphop
hiphop.00089,hiphop
hiphop.00090,hiphop
hiphop.00091,hiphop
hiphop.00092,hiphop
hiphop.00093,hiphop
hiphop.00094,hiphop
hiphop.00095,hiphop
hiphop.00096,hiphop
hiphop.00097,hiphop
hiphop.00098,hiphop
hiphop.00099,hiphop
jazz.00000,jazz
jazz.00001,jazz
jazz.00002,jazz
jazz.00003,jazz
jazz.00004,jazz
jazz.00005,jazz
jazz.00006,jazz
jazz.00007,jazz
jazz.00008,jazz
jazz.00009,jazz
jazz.00010,jazz
jazz.00011,jazz
jazz.00012,jazz
jazz.00013,jazz
jazz.00014,jazz
jazz.00015,jazz
jazz.00016,jazz
jazz.00017,jazz
jazz.00018,jazz
jazz.00019,jazz
jazz.00020,jazz
jazz.00021,jazz
jazz.00022,jazz
jazz.00023,jazz
jazz.00024,jazz
jazz.00025,jazz
jazz.00026,jazz
jazz.00027,jazz
jazz.00028,jazz
jazz.00029,jazz
jazz.00030,jazz
jazz.00031,jazz
jazz.00032,jazz
jazz.00033,jazz
jazz.00034,jazz
jazz.00035,jazz
jazz.00036,jazz
jazz.00037,jazz
jazz.00038,jazz
jazz.00039,jazz
jazz.00040,jazz
jazz.00041,jazz
jazz.00042,jazz
jazz.00043,jazz
jazz.00044,jazz
jazz.00045,jazz
jazz.00046,jazz
jazz.00047,jazz
jazz.00048,jazz
jazz.00049,jazz
jazz.00050,jazz
jazz.00051,jazz
jazz.00052,jazz
jazz.00053,jazz
jazz.00054,jazz
jazz.00055,jazz
jazz.00056,jazz
jazz.00057,jazz
jazz.00058,jazz
jazz.00059,jazz
jazz.00060,jazz
jazz.00061,jazz
jazz.00062,jazz
jazz.00063,jazz
jazz.00064,jazz
jazz.00065,jazz
jazz.00066,jazz
jazz.00067,jazz
jazz.00068,jazz
jazz.00069,jazz
jazz.00070,jazz
jazz.00071,jazz
jazz.00072,jazz
jazz.00073,jazz
jazz.00074,jazz
jazz.00075,jazz
jazz.00076,jazz
jazz.00077,jazz
jazz.00078,jazz
jazz.00079,jazz
jazz.00080,jazz
jazz.00081,jazz
jazz.00082,jazz
jazz.00083,jazz
jazz.00084,jazz
jazz.00085,jazz
jazz.00086,jazz
jazz.00087,jazz
jazz.00088,jazz
jazz.00089,jazz
jazz.00090,jazz
jazz.00091,jazz
jazz.00092,jazz
jazz.00093,jazz
jazz.00094,jazz
jazz.00095,jazz
jazz.00096,jazz
jazz.00097,jazz
jazz.00098,jazz
jazz.00099,jazz
metal.00000,metal
metal.00001,metal
metal.00002,metal
metal.00003,metal
metal.00004,metal
metal.00005,metal
metal.00006,metal
metal.00007,metal
metal.00008,metal
metal.00009,metal
metal.00010,metal
metal.00011,metal
metal.00012,metal
metal.00013,metal
metal.00014,metal
metal.00015,metal
metal.00016,metal
metal.00017,metal
metal.00018,metal
metal.00019,metal
metal.00020,metal
metal.00021,metal
metal.00022,metal
metal.00023,metal
metal.00024,metal
metal.00025,metal
metal.00026,metal
metal.00027,metal
metal.00028,metal
metal.00029,metal
metal.00030,metal
metal.00031,metal
metal.00032,metal
metal.00033,metal
metal.00034,metal
metal.00035,metal
metal.00036,metal
metal.00037,metal
metal.00038,metal
metal.00039,metal
metal.00040,metal
metal.00041,metal
metal.00042,metal
metal.00043,metal
metal.00044,metal
metal.00045,metal
metal.00046,metal
metal.00047,metal
metal.00048,metal
metal.00049,metal
metal.00050,metal
metal.00051,metal
metal.00052,metal
metal.00053,metal
metal.00054,metal
metal.00055,metal
metal.00056,metal
metal.00057,metal
metal.00058,metal
metal.00059,metal
metal.00060,metal
metal.00061,metal
metal.00062,metal
metal.00063,metal
metal.00064,metal
metal.00065,metal
metal.00066,metal
metal.00067,metal
metal.00068,metal
metal.00069,metal
metal.00070,metal
metal.00071,metal
metal.00072,metal
metal.00073,metal
metal.00074,metal
metal.00075,metal
metal.00076,metal
metal.00077,metal
metal.00078,metal
metal.00079,metal
metal.00080,metal
metal.00081,metal
metal.00082,metal
metal.00083,metal
metal.00084,metal
metal.00085,metal
metal.00086,metal
metal.00087,metal
metal.00088,metal
metal.00089,metal
metal.00090,metal
metal.00091,metal
metal.00092,metal
metal.00093,metal
metal.00094,metal
metal.00095,metal
metal.00096,metal
metal.00097,metal
metal.00098,metal
metal.00099,metal
pop.00000,pop
pop.00001,pop
pop.00002,pop
pop.00003,pop
pop.00004,pop
pop.00005,pop
pop.00006,pop
pop.00007,pop
pop.00008,pop
pop.00009,pop
pop.00010,pop
pop.00011,pop
pop.00012,pop
pop.00013,pop
pop.00014,pop
pop.00015,pop
pop.00016,pop
pop.00017,pop
pop.00018,pop
pop.00019,pop
pop.00020,pop
pop.00021,pop
pop.00022,pop
pop.00023,pop
pop.00024,pop
pop.00025,pop
pop.00026,pop
pop.00027,pop
pop.00028,pop
pop.00029,pop
pop.00030,pop
pop.00031,pop
pop.00032,pop
pop.00033,pop
pop.00034,pop
pop.00035,pop
pop.00036,pop
pop.00037,pop
pop.00038,pop
pop.00039,pop
pop.00040,pop
pop.00041,pop
pop.00042,pop
pop.00043,pop
pop.00044,pop
pop.00045,pop
pop.00046,pop
pop.00047,pop
pop.00048,pop
pop.00049,pop
pop.00050,pop
pop.00051,pop
pop.00052,pop
pop.00053,pop
pop.00054,pop
pop.00055,pop
pop.00056,pop
pop.00057,pop
pop.00058,pop
pop.00059,pop
pop.00060,pop
pop.00061,pop
pop.00062,pop
pop.00063,pop
pop.00064,pop
pop.00065,pop
pop.00066,pop
pop.00067,pop
pop.00068,pop
pop.00069,pop
pop.00070,pop
pop.00071,pop
pop.00072,pop
pop.00073,pop
pop.00074,pop
pop.00075,pop
pop.00076,pop
pop.00077,pop
pop.00078,pop
pop.00079,pop
pop.00080,pop
pop.00081,pop
pop.00082,pop
pop.00083,pop
pop.00084,pop
pop.00085,pop
pop.00086,pop
pop.00087,pop
pop.00088,pop
pop.00089,pop
pop.00090,pop
pop.00091,pop
pop.00092,pop
pop.00093,pop
pop.00094,pop
pop.00095,pop
pop.00096,pop
pop.00097,pop
pop.00098,pop
pop.00099,pop
reggae.00000,reggae
reggae.00001,reggae
reggae.00002,reggae
reggae.00003,reggae
reggae.00004,reggae
reggae.00005,reggae
reggae.00006,reggae
reggae.00007,reggae
reggae.00008,reggae
reggae.00009,reggae
reggae.00010,reggae
reggae.00011,reggae
reggae.00012,reggae
reggae.00013,reggae
reggae.00014,reggae
reggae.00015,reggae
reggae.00016,reggae
reggae.00017,reggae
reggae.00018,reggae
reggae.00019,reggae
reggae.00020,reggae
reggae.00021,reggae
reggae.00022,reggae
reggae.00023,reggae
reggae.00024,reggae
reggae.00025,reggae
reggae.00026,reggae
reggae.00027,reggae
reggae.00028,reggae
reggae.00029,reggae
reggae.00030,reggae
reggae.00031,reggae
reggae.00032,reggae
reggae.00033,reggae
reggae.00034,reggae
reggae.00035,reggae
reggae.00036,reggae
reggae.00037,reggae
reggae.00038,reggae
reggae.00039,reggae
reggae.00040,reggae
reggae.00041,reggae
reggae.00042,reggae
reggae.00043,reggae
reggae.00044,reggae
reggae.00045,reggae
reggae.00046,reggae
reggae.00047,reggae
reggae.00048,reggae
reggae.00049,reggae
reggae.00050,reggae
reggae.00051,reggae
reggae.00052,reggae
reggae.00053,reggae
reggae.00054,reggae
reggae.00055,reggae
reggae.00056,reggae
reggae.00057,reggae
reggae.00058,reggae
reggae.00059,reggae
reggae.00060,reggae
reggae.00061,reggae
reggae.00062,reggae
reggae.00063,reggae
reggae.00064,reggae
reggae.00065,reggae
reggae.00066,reggae
reggae.00067,reggae
reggae.00068,reggae
reggae.00069,reggae
reggae.00070,reggae
reggae.00071,reggae
reggae.00072,reggae
reggae.00073,reggae
reggae.00074,reggae
reggae.00075,reggae
reggae.00076,reggae
reggae.00077,reggae
reggae.00078,reggae
reggae.00079,reggae
reggae.00080,reggae
reggae.00081,reggae
reggae.00082,reggae
reggae.00083,reggae
reggae.00084,reggae
reggae.00085,reggae
reggae.00086,reggae
reggae.00087,reggae
reggae.00088,reggae
reggae.00089,reggae
reggae.00090,reggae
reggae.00091,reggae
reggae.00092,reggae
reggae.00093,reggae
reggae.00094,reggae
reggae.00095,reggae
reggae.00096,reggae
reggae.00097,reggae
reggae.00098,reggae
reggae.00099,reggae
rock.00000,rock
rock.00001,rock
rock.00002,rock
rock.00003,rock
rock.00004,rock
rock.00005,rock
rock.00006,rock
rock.00007,rock
rock.00008,rock
rock.00009,rock
rock.00010,rock
rock.00011,rock
rock.00012,rock
rock.00013,rock
rock.00014,rock
rock.00015,rock
rock.00016,rock
rock.00017,rock
rock.00018,rock
rock.00019,rock
rock.00020,rock
rock.00021,rock
rock.00022,rock
rock.00023,rock
rock.00024,rock
rock.00025,rock
rock.00026,rock
rock.00027,rock
rock.00028,rock
rock.00029,rock
rock.00030,rock
rock.00031,rock
rock.00032,rock
rock.00033,rock
rock.00034,rock
rock.00035,rock
rock.00036,rock
rock.00037,rock
rock.00038,rock
rock.00039,rock
rock.00040,rock
rock.00041,rock
rock.00042,rock
rock.00043,rock
rock.00044,rock
rock.00045,rock
rock.00046,rock
rock.00047,rock
rock.00048,rock
rock.00049,rock
rock.00050,rock
rock.00051,rock
rock.00052,rock
rock.00053,rock
rock.00054,rock
rock.00055,rock
rock.00056,rock
rock.00057,rock
rock.00058,rock
rock.00059,rock
rock.00060,rock
rock.00061,rock
rock.00062,rock
rock.00063,rock
rock.00064,rock
rock.00065,rock
rock.00066,rock
rock.00067,rock
rock.00068,rock
rock.00069,rock
rock.00070,rock
rock.00071,rock
rock.00072,rock
rock.00073,rock
rock.00074,rock
rock.00075,rock
rock.00076,rock
rock.00077,rock
rock.00078,rock
rock.00079,rock
rock.00080,rock
rock.00081,rock
rock.00082,rock
rock.00083,rock
rock.00084,rock
rock.00085,rock
rock.00086,rock
rock.00087,rock
rock.00088,rock
rock.00089,rock
rock.00090,rock
rock.00091,rock
rock.00092,rock
rock.00093,rock
rock.00094,rock
rock.00095,rock
rock.00096,rock
rock.00097,rock
rock.00098,rock
rock.00099,rock
